venueid,label
44b78a37f964a52070351fe3,18
49d02698f964a520035b1fe3,-1
49cd516af964a520de591fe3,-1
49cfbeb6f964a520c25a1fe3,-1
40db6b00f964a5207e011fe3,-1
43768200f964a5203d2a1fe3,-1
4a83ae72f964a5209ffb1fe3,34
4b513863f964a520c24727e3,34
47039ff5f964a520424b1fe3,-1
427ff980f964a520c9211fe3,35
3fd66200f964a52039f01ee3,34
460ec5d6f964a52019451fe3,36
4c26a6ec905a0f47afbc6360,211
4b91de6df964a520acdc33e3,37
4a633314f964a52097c41fe3,-1
49d613ccf964a520a95c1fe3,37
4a864fd2f964a520f50020e3,38
42055e00f964a520701f1fe3,26
43067280f964a52023271fe3,39
3fd66200f964a520e6ee1ee3,8
4af3a2a2f964a52000ef21e3,32
4cc8fadf4650a35d34eb8b1e,-1
4161e400f964a520631d1fe3,40
49fc2dcbf964a5208a6e1fe3,-1
4a47aa0af964a520eaa91fe3,-1
40ec8e80f964a5202a0a1fe3,-1
445b56e7f964a520e8321fe3,-1
49c54d97f964a520f0561fe3,-1
4a0a769ff964a520a3741fe3,-1
4a1073e1f964a520c9761fe3,41
4aa18a65f964a520ea4020e3,-1
49ce4b38f964a5202d5a1fe3,4
4bee2a592c082d7fc8293042,-1
46cf28b9f964a520454a1fe3,-1
4bad0a75f964a52081273be3,12
4bb16585f964a520d3903ce3,42
4a7f0f74f964a5209ef21fe3,-1
44a8f9fbf964a520f8341fe3,-1
44ded2f5f964a520d2361fe3,-1
47552143f964a520c14c1fe3,26
3fd66200f964a520a5ee1ee3,43
445f53aaf964a52001331fe3,26
49fdfcfbf964a520546f1fe3,43
4a4820c5f964a52092aa1fe3,44
49d52515f964a520705c1fe3,44
49c53ab6f964a520ea561fe3,23
4b288ce4f964a520e89324e3,23
4b15503df964a5202eb023e3,-1
3fd66200f964a520d6f01ee3,-1
447bf8f1f964a520ec331fe3,45
452113b6f964a520bc3a1fe3,-1
4a5bc475f964a520bdbb1fe3,-1
49b5e6aaf964a52005531fe3,-1
3fd66200f964a52078ee1ee3,8
47039fc1f964a520414b1fe3,46
3fd66200f964a52046ef1ee3,47
4a2774a9f964a52080911fe3,47
4ae20ae6f964a520188a21e3,41
459ccb9ff964a5209f401fe3,-1
4a63e3d8f964a520f8c51fe3,-1
4b520eedf964a520b66427e3,-1
4a78c47ff964a5205de61fe3,-1
43ba62b4f964a520e72c1fe3,-1
4a73a143f964a520ffdc1fe3,-1
4adbb20bf964a520142a21e3,-1
4dadd5866e81d745d74a7a0a,48
4747dd94f964a5208b4c1fe3,-1
4ba270c5f964a5203bf937e3,12
4d307bded902236a6ed853e4,-1
4a71e4cff964a520ccd91fe3,-1
41326e00f964a520da131fe3,-1
49e2ae04f964a5204c621fe3,44
40a01780f964a520f3f21ee3,-1
4a8c945ff964a520950e20e3,-1
4a5793a4f964a52061b61fe3,49
4a105a66f964a520a8761fe3,50
49f22a60f964a520046a1fe3,51
4a257482f964a520557e1fe3,52
49dbc8eff964a520055f1fe3,-1
4a7379d2f964a52088dc1fe3,-1
3fd66200f964a52070e91ee3,53
4a0e0f85f964a520bf751fe3,53
4d0fb027b3692d437bb235de,-1
4393dd78f964a520782b1fe3,53
4ac7e458f964a52064ba20e3,-1
49bc55d6f964a5202b541fe3,-1
4a7b9483f964a5207aeb1fe3,54
440751d0f964a5204c301fe3,54
4a7dfd24f964a52087f01fe3,54
4ab6a678f964a5206d7820e3,50
4ae0a807f964a5205a8121e3,-1
49fdfd33f964a520556f1fe3,51
457bb517f964a520f33e1fe3,5
4c5bd6426147be9acca08d09,-1
47053ebdf964a520554b1fe3,-1
439235c3f964a5206a2b1fe3,30
468d7b22f964a52076481fe3,29
437fbc80f964a520e02a1fe3,55
49e0a52df964a5205a611fe3,56
49ea7897f964a5206c661fe3,49
4d0fbba8d0a860fc6fe83548,49
4bf763a45317a593d119fe7e,-1
42ec1480f964a520a6261fe3,49
4a16fa4ff964a5202b791fe3,49
4adbca90f964a520ab2a21e3,10
4c58cafaf346c92834374bca,57
4a1ee78ef964a520e67b1fe3,58
4a836d59f964a5201efb1fe3,44
4a71159bf964a52016d91fe3,49
4b62044cf964a520c1302ae3,-1
43ca6968f964a520af2d1fe3,-1
3fd66200f964a52066ee1ee3,-1
450e8829f964a52062391fe3,-1
4beb65f6415e20a1025de6bb,59
4ca9fbb1ae1eef3ba5783347,-1
4b098edff964a520651923e3,8
4a1e4758f964a520c77b1fe3,54
4b367855f964a520353625e3,13
410ed580f964a520cc0b1fe3,13
4a65d6a4f964a520a1c71fe3,-1
42814b00f964a52002221fe3,-1
4a1d9b75f964a520827b1fe3,4
4c47d6061ddec92887c69e32,60
4a1f57cff964a520207c1fe3,12
4a240eddf964a520f27d1fe3,12
4705407ff964a520574b1fe3,61
3fd66200f964a52003e71ee3,62
4700946bf964a520344b1fe3,-1
4bbe3fff53e99521c1f92ca9,-1
3fd66200f964a520e2ef1ee3,-1
49f8d75cf964a5202b6d1fe3,3
4ac67989f964a52086b420e3,4
4aa05973f964a520463f20e3,-1
4b29998ef964a52086a124e3,-1
40fb0f00f964a520fc0a1fe3,-1
4526407df964a520f83a1fe3,-1
4a1a4a91f964a520907a1fe3,16
4c7736a5947ca1cd94f74637,-1
4399dc5ff964a520c62b1fe3,16
4a18d51ff964a520f4791fe3,12
4a2014fcf964a520477c1fe3,63
44df0768f964a520e2361fe3,12
3fd66200f964a52037f01ee3,54
4a2c77d0f964a52066971fe3,54
4a0e150df964a520c7751fe3,54
4adbcc8ef964a520b52a21e3,54
4703a234f964a5204b4b1fe3,0
4a7b8e66f964a52061eb1fe3,-1
4ad6af7bf964a520240821e3,49
49e285f9f964a52031621fe3,49
46ddce98f964a520934a1fe3,49
431e2d80f964a52079271fe3,64
4bd7a7ffe914a59389d551fa,65
3fd66200f964a52096ee1ee3,8
4c41d6b2d7fad13ac31b08da,-1
4a369f12f964a520c19d1fe3,-1
49c885aaf964a5201e581fe3,-1
4a6d2c2ef964a520a4d21fe3,36
41390580f964a520dc1a1fe3,66
4b980019f964a520312535e3,36
4a62ae6cf964a52072c41fe3,36
4a1aefc6f964a520a77a1fe3,66
40dcbc80f964a52081011fe3,-1
3fd66200f964a52032f01ee3,-1
4afcc5e2f964a520c12522e3,-1
4b709d01f964a5204c252de3,-1
42853f80f964a520fb221fe3,-1
44732f28f964a520a5331fe3,67
4283ee00f964a52089221fe3,67
4a88e703f964a520b80720e3,-1
4a33366ff964a520179b1fe3,-1
4a7a6cd1f964a52054e91fe3,-1
49c046f1f964a5205b551fe3,68
49c044ddf964a5205a551fe3,69
4af4d5f8f964a520bdf621e3,-1
4cc9c05ed338236a2181a47c,44
45eaff58f964a5208e431fe3,70
412bd680f964a520a50c1fe3,71
4576ad82f964a520aa3e1fe3,41
4a56ef76f964a520edb51fe3,50
49ea7599f964a5206a661fe3,50
4c60e00c54ac0f47cac2b621,50
4b4f8692f964a520050a27e3,-1
441bda53f964a5204b311fe3,8
3fd66200f964a52058ef1ee3,8
4ace2d76f964a520ddce20e3,72
43e612eaf964a520ff2e1fe3,-1
4a9bd543f964a520523520e3,-1
47f6995af964a520b04e1fe3,-1
40eb3d00f964a520250a1fe3,-1
4b96bbb6f964a520ffe034e3,-1
4a710474f964a520fdd81fe3,-1
4576ddcaf964a520ac3e1fe3,73
49d02793f964a520055b1fe3,74
4a6146e5f964a5203cc21fe3,50
458d641ff964a52006401fe3,50
441bd921f964a52048311fe3,-1
4c1fda1deac020a1b7b74bc2,12
45827578f964a520743f1fe3,12
4aa52d50f964a520834720e3,62
4a331c91f964a520039b1fe3,-1
4a149749f964a52055781fe3,75
4bd44b84a8b3a5937e7f6b5f,-1
4af9a0b5f964a520ac1222e3,-1
472a9afcf964a520ec4b1fe3,76
4bc72cc52f94d13a5b5d117f,-1
4a578320f964a5204bb61fe3,-1
4a945ad1f964a5204f2120e3,10
4a63e995f964a520ffc51fe3,10
428d2880f964a520b9231fe3,77
49c141eaf964a52095551fe3,5
4b32efe1f964a520271625e3,20
4ae7d240f964a520baad21e3,20
4d013eda6289f04d14be96cc,-1
460d4b1ef964a52004451fe3,78
4ad78a82f964a520000c21e3,-1
4d5624f2143ca0939f15b8fc,79
4c44c912f0bdd13ac210cacc,-1
49c85603f964a52017581fe3,-1
3fd66200f964a520d1f01ee3,80
4c58cba5b8b3c9b6d3d687b6,47
4b6900daf964a52092962be3,47
49f414b9f964a520fa6a1fe3,47
4aa59477f964a520dd4820e3,81
4aca27e7f964a520a4c020e3,26
4ae61edbf964a520dfa421e3,-1
4a2dcbcbf964a520f4971fe3,47
4a198a3ef964a520237a1fe3,-1
40b7d280f964a52094001fe3,50
46784311f964a520ee471fe3,16
4d3b38580333a093ca7a5c34,12
49bac961f964a520a9531fe3,82
40f71a80f964a520ad0a1fe3,40
43446900f964a5206f281fe3,40
4ad2aeabf964a52079e220e3,15
4b6ed09ff964a520c5cb2ce3,83
4a146953f964a52039781fe3,106
4afe3135f964a520a32e22e3,84
49f0d3baf964a52061691fe3,16
4b0a56aff964a520582323e3,76
4a43bcb7f964a520bba61fe3,85
4cc0689400d83704b2574a5c,12
4ab7fb79f964a520b47b20e3,86
412fcb00f964a520190d1fe3,87
4a1eb4daf964a520d67b1fe3,87
49e27207f964a52016621fe3,87
49ea7594f964a52069661fe3,-1
49d17bd8f964a520885b1fe3,15
4a895827f964a520e70720e3,88
40f1d480f964a5206a0a1fe3,-1
49f5dec6f964a520c76b1fe3,88
4aaaffeaf964a520785820e3,-1
49baa706f964a52091531fe3,-1
42323100f964a5200b201fe3,-1
427ff980f964a520cd211fe3,25
4a0c9b5af964a5204c751fe3,6
4b52101cf964a520006527e3,86
49e4cd92f964a5204e631fe3,60
4a302c61f964a5202f991fe3,44
4b1b7d25f964a520a6fb23e3,42
3fd66200f964a52057ef1ee3,60
4b4f8896f964a520490a27e3,-1
41326e00f964a52038151fe3,89
3fd66200f964a52014f01ee3,90
4a74b20bf964a5203cdf1fe3,47
4ab4386bf964a5206f7020e3,90
4b6b28baf964a52098f62be3,47
3fd66200f964a5205ae91ee3,91
45a9d338f964a52025411fe3,92
4a0a51d3f964a52099741fe3,50
4be4ed322468c928a78cff42,50
4a8b3c72f964a520e40b20e3,10
4a668dc9f964a520b4c81fe3,10
473ed65af964a520694c1fe3,-1
3fd66200f964a5207ff01ee3,-1
4abd964ef964a5200f8b20e3,5
47053daef964a520544b1fe3,-1
4aa5739bf964a5206c4820e3,0
4c1f4c13b306c928c82d68b7,-1
4adeb2c7f964a520a87621e3,-1
4b01f6c8f964a520de4622e3,93
453a1bf3f964a520e03b1fe3,26
49c3c2ecf964a52074561fe3,26
4bbfa7ac2a89ef3b5f50ef88,26
4a90aacdf964a5200e1920e3,26
4abe6bacf964a520768d20e3,-1
45734f8ef964a520863e1fe3,47
41326e00f964a52092141fe3,-1
44ccd279f964a52014361fe3,94
4b878fa3f964a520f2c231e3,95
4ac7dbd1f964a5202fba20e3,96
4a594ae8f964a5202fb91fe3,10
4731be8af964a520244c1fe3,97
4b19ad69f964a520cbe123e3,98
4bc6cff7bf29c9b68d58fa2a,54
43bba61df964a520eb2c1fe3,78
4a7f29bdf964a52016f31fe3,15
4bfe88b5ee20ef3b98933c5e,-1
437e6b00f964a520c42a1fe3,99
3fd66200f964a520e1ef1ee3,-1
4ab654d3f964a5209f7620e3,-1
49972b39f964a52089521fe3,70
4aba7ad8f964a520828120e3,72
45baa2aef964a520e6411fe3,72
41102700f964a520d60b1fe3,-1
49e399a4f964a5209e621fe3,-1
4b40da76f964a5203dbc25e3,-1
43fe2a5cf964a520f92f1fe3,-1
4b521000f964a520fb6427e3,100
459ccb09f964a5209d401fe3,100
4c35264109a99c74cd570c2a,-1
49c92b70f964a52039581fe3,-1
3fd66200f964a520edef1ee3,42
4a4fbaecf964a520a0af1fe3,101
49e397acf964a5209a621fe3,33
4a9a37a5f964a520a63120e3,12
4a0305e6f964a5207f711fe3,12
47f80879f964a520b84e1fe3,14
3fd66200f964a5202bf01ee3,12
4adccab5f964a520da2f21e3,60
4ad15b84f964a5202dde20e3,102
42893400f964a52054231fe3,-1
4a77823ff964a520b5e41fe3,-1
4a346c52f964a5203d9c1fe3,23
4aadba50f964a520596120e3,-1
4a22147ff964a5205d7d1fe3,23
4a58e8f1f964a52026b81fe3,23
47d83de0f964a520294e1fe3,23
49d3d4a7f964a5201a5c1fe3,103
4a6beb6ef964a52041d01fe3,0
416dc180f964a5209c1d1fe3,10
4aec7fd8f964a520f1c721e3,-1
4a58dab8f964a5200bb81fe3,-1
4a14d4ecf964a52080781fe3,-1
42853f80f964a520ff221fe3,-1
4acba6d0f964a520c8c420e3,-1
4ae4a6f7f964a520c19c21e3,104
4b3d58f1f964a520de9225e3,104
4a6160e1f964a52062c21fe3,12
4b6779d2f964a52039512be3,12
49d99505f964a5204b5e1fe3,100
437fbc80f964a520d42a1fe3,100
4a481773f964a5208aaa1fe3,-1
49d01698f964a520fd5a1fe3,-1
49e7a508f964a520f6641fe3,30
49d8e078f964a520d25d1fe3,105
49f7b8dcf964a520d16c1fe3,-1
4ac5803ef964a5203bb220e3,-1
3fd66200f964a52047ef1ee3,105
4287e280f964a5203f231fe3,-1
4a05e648f964a52097721fe3,106
4d09a7eaacd4a1cd9f1a7e93,15
4613c5bef964a52041451fe3,-1
4a1b0dd8f964a520c67a1fe3,-1
4bb3ec359af3b7132dc48b28,-1
49f6594df964a520346c1fe3,-1
49d52582f964a520715c1fe3,-1
49e41867f964a520fc621fe3,-1
4b4f8996f964a520820a27e3,-1
4703a0ccf964a520464b1fe3,-1
4a2895f9f964a52031951fe3,107
4a4d1793f964a52089ad1fe3,-1
49d027dcf964a520075b1fe3,108
4b207bfaf964a520a23224e3,67
3fd66200f964a52004e61ee3,-1
4acbafc4f964a520fbc420e3,-1
40a2ba80f964a52010f31ee3,109
49d8dad1f964a520ce5d1fe3,90
4197f180f964a5201a1e1fe3,47
49e4de7df964a52061631fe3,47
49f65012f964a5202f6c1fe3,-1
4b2b0de8f964a52017b424e3,110
45040d24f964a520de381fe3,-1
3fd66200f964a52018ed1ee3,-1
49ff904bf964a52031701fe3,111
4a217b52f964a520fc7c1fe3,244
4a5cad85f964a52067bc1fe3,-1
43695300f964a5208c291fe3,-1
4a640409f964a52018c61fe3,-1
42af6f80f964a5205b251fe3,5
4b188a6ef964a520f6d323e3,21
4ab7e57cf964a5205f7b20e3,112
4a6de7fbf964a5204fd31fe3,-1
4a8eccc6f964a520af1220e3,-1
4a185165f964a5209e791fe3,15
4a53bb02f964a520aab21fe3,10
3fd66200f964a52002ef1ee3,10
4bd75bf7f645c9b6f8c1a5e0,-1
4b46a539f964a5202c2626e3,-1
4ae493a2f964a520da9b21e3,-1
436bf600f964a520b8291fe3,44
4581793bf964a520663f1fe3,44
3fd66200f964a5208fee1ee3,44
4a764eb3f964a520d0e21fe3,285
4a887641f964a520850620e3,-1
4b11d311f964a520758523e3,-1
4297b480f964a52062241fe3,-1
49e0e51ef964a5207c611fe3,-1
49c787c0f964a520ac571fe3,-1
4aefcb80f964a52039da21e3,-1
3fd66200f964a520f4ee1ee3,113
4192ab80f964a520ff1d1fe3,114
4a16e77ff964a5201d791fe3,113
45699daaf964a520e93d1fe3,-1
49dac5d9f964a520ab5e1fe3,113
4aac1b4ef964a520475c20e3,-1
3fd66200f964a5207aee1ee3,27
49ebefebf964a52047671fe3,-1
412d2800f964a520df0c1fe3,-1
49d98ee4f964a520475e1fe3,115
4b15502cf964a5200cb023e3,-1
4a3e04fdf964a520c4a21fe3,-1
49ef5a6ef964a520a6681fe3,-1
4ba1509cf964a520d3ab37e3,-1
4a334835f964a520259b1fe3,-1
4aa01efcf964a520663e20e3,87
42a63500f964a52007251fe3,50
47f63db6f964a520a84e1fe3,-1
4ad5300af964a520480221e3,-1
40b3de00f964a52047001fe3,116
3fd66200f964a52089ee1ee3,8
49f483a7f964a520126b1fe3,12
49ca8f4df964a520b9581fe3,117
4a8c700af964a520fd0d20e3,118
4b6100adf964a52080052ae3,118
49e04e77f964a52050611fe3,118
4a1afeb7f964a520b77a1fe3,119
45805162f964a520583f1fe3,-1
49c2df9cf964a5203b561fe3,45
4aa1f208f964a520b64120e3,120
4a448004f964a52085a71fe3,86
4a45652cf964a52021a81fe3,68
4b72742df964a520567b2de3,-1
4becc651d5510f47bd08cd6c,47
4d26fe5e8292236a4f3c0bbb,-1
4a7a7756f964a5205ae91fe3,121
460a700ef964a520ef441fe3,-1
4a9071c8f964a520e81720e3,-1
4a35545bf964a520d19c1fe3,-1
4106ec80f964a520860b1fe3,60
4acbe67af964a52044c820e3,102
3fd66200f964a52038f01ee3,60
43655e80f964a52067291fe3,-1
4aec961ef964a52013c921e3,122
4b1f2587f964a5206b2424e3,123
4a79e865f964a520f7e71fe3,124
43a9ae96f964a5207e2c1fe3,72
4a6cb584f964a52055d11fe3,72
4ab4350df964a5205f7020e3,125
4b06f756f964a5206ef422e3,-1
3fd66200f964a5204bef1ee3,125
49de9a63f964a52088601fe3,-1
4a087129f964a520c7731fe3,126
4b15503df964a52030b023e3,-1
4a937d08f964a520cc1f20e3,67
4bd45adc046076b0b5ae7771,-1
49eac9cef964a52099661fe3,-1
4b80cf74f964a5203c8d30e3,-1
4af2307ef964a52071e621e3,-1
49dbc68bf964a520005f1fe3,-1
4ae23aedf964a520148c21e3,86
4ab0402ff964a520ad6620e3,222
49c59943f964a52012571fe3,12
4511ec45f964a5209c391fe3,61
4530db29f964a520613b1fe3,78
41098f80f964a5209c0b1fe3,15
4b847ceef964a520633831e3,15
4b26bfcef964a520638024e3,15
4b9f29a2f964a5201a1637e3,15
4a14d1d7f964a5207f781fe3,60
4a047a75f964a52000721fe3,-1
40a16900f964a520f9f21ee3,127
4aa9dde9f964a520755520e3,-1
4703a1abf964a520484b1fe3,0
45a9d428f964a52027411fe3,60
49c7fff6f964a520df571fe3,124
408c5100f964a520c8f21ee3,-1
4a4ab03cf964a5201bac1fe3,128
4aef4460f964a52011d721e3,129
3fd66200f964a520f3e71ee3,287
49f22ba9f964a520066a1fe3,130
4ae6282af964a52081a521e3,131
45aa45b2f964a52030411fe3,-1
3fd66200f964a52031f01ee3,8
4a3fe506f964a5200da41fe3,8
4a3c037bf964a52001a11fe3,32
4a32edf1f964a520c69a1fe3,-1
4acca438f964a5201dc920e3,-1
3fd66200f964a52020e31ee3,-1
4c811649d6ebbfb7c3ac41a4,-1
4a596c45f964a5205fb91fe3,1
4a7488aaf964a5207bde1fe3,-1
4a2424c8f964a520fa7d1fe3,1
4a92c5b1f964a520a41d20e3,132
411c0480f964a5201b0c1fe3,-1
4a09f060f964a52074741fe3,133
45952967f964a52066401fe3,-1
49fca084f964a520c26e1fe3,-1
4b2d2664f964a52087cf24e3,13
4a79bc6bf964a5207fe71fe3,134
41390580f964a520d91a1fe3,47
4373df00f964a520132a1fe3,-1
4abeca9ef964a520ea8f20e3,-1
4a19d1edf964a5205a7a1fe3,-1
42829c80f964a52069221fe3,47
4a19d10ff964a520597a1fe3,91
4ad7a112f964a520050d21e3,-1
4a725959f964a520f0da1fe3,-1
4bc240b174a9a593110bd3f6,4
44ea5aabf964a520bf371fe3,19
4ab595e1f964a520877520e3,-1
4127e200f964a520550c1fe3,4
4a3ee955f964a5208da31fe3,135
4a99a6a8f964a520a42f20e3,-1
4c0fc05a336220a1d245ce77,136
4a75e56af964a5208be11fe3,-1
4676f5baf964a520e1471fe3,-1
4a4821f5f964a52095aa1fe3,-1
4b2793a0f964a5208d8724e3,-1
49cbaebdf964a5200d591fe3,96
4a917d31f964a520641a20e3,-1
41269080f964a520520c1fe3,-1
49c27575f964a520f1551fe3,103
4af2617af964a52090e721e3,137
4a10cf5ef964a52000771fe3,12
440daad8f964a52096301fe3,-1
4bafd591f964a52088243ce3,-1
4c3b8aaa4565e21e40e5566a,138
4a35d243f964a520679d1fe3,-1
477644daf964a520134d1fe3,138
4aad9d3bf964a520036120e3,139
41326e00f964a5208c141fe3,140
4a1dd820f964a520a17b1fe3,-1
4b174b9cf964a5209cc423e3,-1
4abb7d4ef964a520d68320e3,41
4a725761f964a520edda1fe3,-1
4c2c08dfb34ad13a57d3eace,275
4a58f43cf964a52049b81fe3,-1
4577fb0bf964a520b03e1fe3,-1
4aa6a083f964a5206c4a20e3,-1
4aee4cd4f964a52068d321e3,18
4af833a6f964a5205a0b22e3,-1
49e7a2aef964a520f1641fe3,60
49d68c61f964a520e65c1fe3,141
4ce0287b825e721ed2cd7445,252
4b5e3510f964a520c18329e3,-1
49c118d8f964a5207f551fe3,-1
4abed558f964a5202b9020e3,142
4bd2825577b29c7450048f82,60
463625a2f964a52011461fe3,143
4b3eb3bbf964a52019a125e3,38
4a4ea9c9f964a520e0ae1fe3,44
43e5cca1f964a520f82e1fe3,44
4b3858c8f964a520ae4d25e3,44
4ba478e2f964a520389f38e3,44
4af489d6f964a520a0f321e3,44
49e9ef74f964a52011661fe3,144
412a8500f964a520780c1fe3,-1
4adbf2bbf964a520242b21e3,-1
456ab1e7f964a520f43d1fe3,13
4af1c953f964a5202ae321e3,-1
4b1ab11df964a5207eef23e3,107
4a1503e1f964a5208f781fe3,145
4aa958eff964a520345320e3,28
4a61611af964a52063c21fe3,28
3fd66200f964a520d5ee1ee3,58
4ae30a56f964a520139021e3,146
4a6a3e68f964a520eecc1fe3,15
44646408f964a52026331fe3,147
4b1ef221f964a520e52124e3,15
45a7679ef964a52015411fe3,83
4a188de0f964a520c8791fe3,86
4b74733ef964a5206cdd2de3,86
4a706db6f964a52074d71fe3,136
4ae38b25f964a520789621e3,41
4b0c9fd3f964a5204d4023e3,-1
4c2bccc7d1a10f475a88f864,128
47ecf459f964a520694e1fe3,-1
4c00295bf61ea5931c6eeb13,-1
49a2545cf964a52094521fe3,-1
480d1a5ef964a520284f1fe3,-1
467e0740f964a5200e481fe3,47
4c13aef57f7f2d7fe271df68,47
3fd66200f964a520d7f11ee3,91
4c65a6f619f3c9b6b2b99dff,47
4a90a8a0f964a520021920e3,86
4a7710c3f964a5207ae31fe3,-1
40943a00f964a520e5f21ee3,-1
4adbbd38f964a520502a21e3,-1
3fd66200f964a520a6ee1ee3,100
4bea4268b3352d7f1e0855d2,244
4ba538a6f964a520ceed38e3,47
49c31443f964a52054561fe3,47
40f5c900f964a520a00a1fe3,-1
3fd66200f964a5200af01ee3,-1
